"","Pressure","Sway","Surge","Heave","Acc2.1","Acc2.2","Acc2.3","Light","Temperature","ODBA","chron","Behavior","comments","feeding"
"294",0.408243849999998,-0.05078125,0.05078125,0.638671875,636,-88,15112,3500,16.25,293.3333333,19:21:38,"Straight swim",NA,0
"295",0.378788329999999,0.01171875,0.087890625,0.6328125,484,-2408,15364,3500,16.1875,432,19:21:39,"Straight swim",NA,0
"296",0.3914823,-0.08203125,-0.0546875,0.61328125,1572,816,15080,3500,16.1875,394.6666667,19:21:40,"Straight swim",NA,0
"297",0.401379410000001,-0.076171875,-0.05859375,0.62109375,1156,1064,15004,3500,16.1875,-74.66666667,19:21:41,"Straight swim",NA,0
"298",0.389340440000002,-0.095703125,-0.095703125,0.59375,1808,1640,14520,3500,16.1875,-16,19:21:42,"Straight swim",NA,0
"299",0.320859799999997,-0.080078125,0.009765625,0.619140625,1628,340,14308,3500,16.1875,-352,19:21:43,"Straight swim",NA,0
"300",0.259426990000001,-0.13671875,-0.107421875,0.5859375,2420,1200,14820,3500,16.1875,320,19:21:44,"Straight swim",NA,0
"301",0.183656159999998,-0.09765625,-0.26953125,0.55078125,1892,4552,14084,3500,16.1875,-597.3333333,19:21:45,"Straight swim",NA,0
"302",0.134236120000001,-0.04296875,-0.015625,0.666015625,892,436,16024,3500,16.1875,1205.333333,19:21:46,"Straight swim",NA,0
"303",0.0733600699999997,0.013671875,0.22265625,0.66796875,-96,-2952,15836,3500,16.1875,106.6666667,19:21:47,"Straight swim",NA,0
"304",0.120042189999999,-0.0078125,0.24609375,0.578125,160,-5504,14392,3500,16.25,613.3333333,19:21:48,"Straight swim",NA,0
"305",0.0936520899999991,-0.001953125,0.123046875,0.58984375,260,-1672,14444,3500,16.25,37.33333333,19:21:49,"Straight swim",NA,0
"306",0.113118799999999,0.021484375,0.13671875,0.517578125,-200,-1944,13192,3500,16.25,-437.3333333,19:21:50,"Straight swim",NA,0
"307",0.103994600000004,0.052734375,0.107421875,0.603515625,-816,-1940,14724,3500,16.25,-80,19:21:51,"Straight swim",NA,0
"308",0.199821650000001,0.05078125,-0.0859375,0.53125,-1432,1844,14396,3500,16.25,-362.6666667,19:21:52,"Straight swim",NA,0
"309",0.380150740000001,0.087890625,-0.158203125,0.59375,-1756,2764,14560,3500,16.25,48,19:21:53,"Straight swim",NA,0
"310",0.555442849999999,0.142578125,-0.037109375,0.578125,-2180,460,14384,3500,16.25,-32,19:21:54,"Straight swim",NA,0
"311",0.784216019999999,0.16015625,0.07421875,0.646484375,-2464,-632,15176,3500,16.25,357.3333333,19:21:55,"Straight swim",NA,0
"312",0.9367664,0.06640625,-0.05078125,0.609375,-1548,1488,15140,3500,16.25,170.6666667,19:21:56,"Rturn",NA,0
"313",1.06082412,0.0078125,-0.248046875,0.61328125,56,4304,13964,3500,16.1875,5.333333333,19:21:57,"Rturn",NA,0
"314",1.17240401,0.03515625,-0.1171875,0.591796875,-496,2092,14432,3500,16.1875,485.3333333,19:21:58,"Rturn",NA,0
"315",1.22895704,0.02734375,0.087890625,0.642578125,-544,-1256,15460,3500,16.1875,-53.33333333,19:21:59,"Feed",NA,1
"318",1.21249679,-0.154296875,-0.357421875,0.560546875,2584,5312,13644,3500,16.125,224,19:22:02,"Lturn",NA,0
"319",1.23523852,-0.10546875,-0.123046875,0.587890625,2064,2720,14920,3500,16.125,42.66666667,19:22:03,"Lturn",NA,0
"320",1.11129871,-0.134765625,-0.32421875,0.51171875,1988,5764,13464,3500,16.1875,-773.3333333,19:22:04,"Lturn",NA,0
"321",1.0660576,-0.119140625,-0.3671875,0.564453125,2804,5116,14100,3500,16.125,437.3333333,19:22:05,"Lturn",NA,0
"322",0.98227606,-0.16796875,-0.224609375,0.552734375,2436,5548,13616,3500,16.125,16,19:22:06,"Lturn",NA,0
"323",0.898088430000001,-0.080078125,0,0.63671875,1260,1032,14608,3500,16.1875,96,19:22:07,"Lturn",NA,0
"324",0.82058838,-0.083984375,0.064453125,0.62890625,1612,-116,14652,3500,16.125,-138.6666667,19:22:08,"Lturn",NA,0
"325",0.736420389999999,-0.119140625,-0.12109375,0.603515625,2148,2384,14512,3500,16.1875,144,19:22:09,"Lturn",NA,0
"326",0.676271400000001,-0.05078125,0.095703125,0.6484375,872,-880,14820,3500,16.1875,309.3333333,19:22:10,"Lturn",NA,0
"327",0.607175050000002,-0.05859375,0.02734375,0.619140625,716,260,14972,3500,16.1875,32,19:22:11,"Lturn",NA,0
"328",0.551578330000002,-0.060546875,0.078125,0.595703125,1132,-1060,14756,3500,16.125,-357.3333333,19:22:12,"Lturn",NA,0
"329",0.4507929,-0.0546875,-0.02734375,0.62890625,1764,-564,14936,3500,16.125,-218.6666667,19:22:13,"Lturn",NA,0
"330",0.39409577,-0.083984375,-0.05078125,0.6171875,1604,736,14716,3500,16.1875,-165.3333333,19:22:14,"Lturn",NA,0
"331",0.319615290000002,-0.048828125,-0.0234375,0.603515625,1332,252,14668,3500,16.1875,21.33333333,19:22:15,"Lturn",NA,0
"332",0.29871412,-0.01171875,0.12890625,0.603515625,400,-2768,14516,3500,16.1875,5.333333333,19:22:16,"Lturn",NA,0
"333",0.188712780000003,-0.08203125,-0.04296875,0.609375,1840,236,14388,3500,16.1875,-368,19:22:17,"Lturn",NA,0
"334",0.106326410000001,-0.10546875,-0.2578125,0.5546875,2592,4260,13812,3500,16.1875,-1162.666667,19:22:18,"Lturn",NA,0
"335",0.10153833,-0.11328125,-0.29296875,0.564453125,2024,4744,13764,3500,16.1875,261.3333333,19:22:19,"Lturn",NA,0
"336",0.0449067099999994,-0.060546875,-0.015625,0.654296875,1124,860,15428,3500,16.1875,218.6666667,19:22:20,"Straight swim",NA,0
"337",0.0796874099999982,-0.076171875,-0.15625,0.58984375,1244,3024,14076,3500,16.1875,-213.3333333,19:22:21,"Straight swim",NA,0
"338",0.0758556299999995,-0.033203125,-0.005859375,0.5859375,880,484,14432,3500,16.25,-266.6666667,19:22:22,"Straight swim",NA,0
"339",0.0961476499999989,-0.0859375,-0.18359375,0.591796875,948,3884,14324,3500,16.25,112,19:22:23,"Straight swim",NA,0
"340",0.10181343,-0.09375,-0.30859375,0.578125,1548,4836,14064,3500,16.25,-5.333333333,19:22:24,"Straight swim",NA,0
"341",0.200764849999999,-0.046875,-0.32421875,0.537109375,1064,5728,13740,3500,16.25,-458.6666667,19:22:25,"Straight swim",NA,0
"342",0.240517029999999,0.013671875,-0.15234375,0.60546875,-380,2016,15400,3500,16.3125,192,19:22:26,"Straight swim",NA,0
"343",0.267627640000001,-0.091796875,-0.43359375,0.5078125,1676,7556,12944,3500,16.25,-213.3333333,19:22:27,"Straight swim",NA,0
"344",0.34478708,-0.0859375,-0.421875,0.5234375,1800,7208,13304,3500,16.25,-192,19:22:28,"Straight swim",NA,0
"345",0.34007106,-0.068359375,-0.20703125,0.556640625,916,3752,13972,3500,16.25,261.3333333,19:22:29,"Straight swim",NA,0
"349",0.351769430000001,-0.068359375,-0.275390625,0.55859375,1564,3992,13876,3500,16.1875,-64,19:22:33,"Straight swim",NA,0
"350",0.333213170000001,-0.087890625,-0.2265625,0.6015625,1224,3844,14624,3500,16.1875,42.66666667,19:22:34,"Straight swim",NA,0
"351",0.31015704,-0.044921875,-0.0234375,0.60546875,1128,-36,15212,3500,16.1875,80,19:22:35,"Straight swim",NA,0
"352",0.333475170000003,-0.0703125,-0.291015625,0.576171875,1056,4444,14352,3500,16.1875,176,19:22:36,"Straight swim",NA,0
"353",0.356184150000001,-0.103515625,-0.328125,0.5703125,1096,5092,13572,3500,16.1875,-240,19:22:37,"Straight swim",NA,0
"354",0.410962120000001,-0.048828125,-0.17578125,0.572265625,184,3212,14220,3500,16.1875,181.3333333,19:22:38,"Straight swim",NA,0
"355",0.408571349999999,-0.001953125,-0.068359375,0.64453125,356,1260,15252,3500,16.1875,-69.33333333,19:22:39,"Lturn",NA,0
"356",0.420191119999998,-0.048828125,-0.29296875,0.611328125,368,4056,14704,3500,16.125,-357.3333333,19:22:40,"Lturn",NA,0
"357",0.518710240000001,-0.009765625,-0.140625,0.615234375,456,2264,14824,3500,16.1875,-58.66666667,19:22:41,"Lturn",NA,0
"358",0.558966769999998,-0.037109375,-0.0859375,0.619140625,596,1296,14860,3500,16.1875,149.3333333,19:22:42,"Feed",NA,1
"359",0.607175050000002,-0.021484375,-0.00390625,0.64453125,432,1212,15048,3500,16.125,234.6666667,19:22:43,"Feed",NA,1
"360",0.668765050000001,-0.06640625,-0.255859375,0.580078125,1536,3888,14560,3500,16.1875,32,19:22:44,"Feed",NA,1
"361",0.715591270000001,-0.1328125,-0.345703125,0.552734375,2136,6304,13576,3500,16.1875,-154.6666667,19:22:45,"Feed",NA,1
"362",0.749985519999999,-0.0625,-0.134765625,0.568359375,1308,1712,14764,3500,16.125,-426.6666667,19:22:46,"Feed",NA,1
"363",0.721722109999998,-0.068359375,-0.02734375,0.615234375,992,744,15016,3500,16.125,-256,19:22:47,"Feed",NA,1
"364",0.68407904,-0.138671875,-0.255859375,0.58984375,2584,4276,14356,3500,16.125,-202.6666667,19:22:48,"Feed",NA,1
"365",0.717864140000003,-0.150390625,-0.271484375,0.58984375,2188,4944,14452,3500,16.125,176,19:22:49,"Lturn while feed",NA,1
"366",0.834821609999999,-0.1015625,-0.498046875,0.5234375,2080,7976,13456,3500,16.125,160,19:22:50,"Lturn while feed",NA,1
"367",0.940984619999998,-0.033203125,-0.263671875,0.603515625,320,3700,14756,3500,16.125,-213.3333333,19:22:51,"Lturn while feed",NA,1
"368",1.08152224,-0.02734375,-0.49609375,0.482421875,840,8784,11932,3500,16.125,-74.66666667,19:22:52,"Lturn while feed",NA,1
"377",3.38437797,0.12890625,-0.2734375,0.556640625,-1944,4124,13888,3500,16.125,149.3333333,19:23:01,"Straight swim",NA,0
"378",3.6500344,0.09375,-0.3203125,0.564453125,-1484,5112,14144,3500,16.0625,58.66666667,19:23:02,"Straight swim",NA,0
"379",3.82059084,0.091796875,-0.234375,0.615234375,-1328,4100,14596,3500,16.0625,458.6666667,19:23:03,"Swallow",NA,1
"380",4.00936293,0.09765625,-0.126953125,0.59375,-1292,2456,14600,3500,16.0625,112,19:23:04,"Swallow",NA,1
"381",4.20350605,0.115234375,-0.166015625,0.63671875,-964,3872,14236,3500,16.0625,437.3333333,19:23:05,"Swallow",NA,1
"382",4.38082212,0.017578125,-0.412109375,0.53515625,-548,6392,13712,3500,16,-469.3333333,19:23:06,"Swallow",NA,1
"383",4.54377396,0.013671875,-0.341796875,0.55078125,-232,6188,13940,3500,16,48,19:23:07,"Swallow",NA,1
"384",4.7250135,0.048828125,-0.166015625,0.619140625,-576,3236,15040,3500,16,496,19:23:08,"Straight swim",NA,0
"385",4.86524326,0.04296875,-0.125,0.5625,-644,2360,13944,3500,16,-421.3333333,19:23:09,"Straight swim",NA,0
"386",5.00073079,-0.005859375,-0.25,0.552734375,-196,4808,14172,3500,16,64,19:23:10,"Straight swim",NA,0
"387",5.08217396,0.01171875,-0.3203125,0.5703125,424,5900,13956,3500,16,197.3333333,19:23:11,"Straight swim",NA,0
"388",5.11629311,-0.123046875,-0.33984375,0.58984375,2012,5720,13504,3500,16,5.333333333,19:23:12,"Straight swim",NA,0
"389",5.13039534,-0.154296875,-0.298828125,0.568359375,2768,5068,13620,3500,15.9375,-16,19:23:13,"Straight swim",NA,0
"390",5.05718557,-0.15625,-0.23046875,0.609375,2832,4068,14664,3500,15.9375,186.6666667,19:23:14,"Straight swim",NA,0
"391",4.98256754,-0.25390625,-0.462890625,0.478515625,4192,7760,12676,3500,15.9375,-112,19:23:15,"Straight swim",NA,0
"392",4.90233613,-0.279296875,-0.447265625,0.494140625,4228,7296,12620,3500,15.9375,165.3333333,19:23:16,"Straight swim",NA,0
"393",4.75015255,-0.265625,-0.1953125,0.54296875,4368,3960,13540,3500,15.9375,352,19:23:17,"Straight swim",NA,0
"394",4.61336811,-0.220703125,-0.05859375,0.587890625,3404,1340,14808,3500,15.9375,-37.33333333,19:23:18,"Straight swim",NA,0
"395",4.48391316,-0.18359375,-0.14453125,0.56640625,3448,3168,14472,3500,15.9375,-101.3333333,19:23:19,"Straight swim",NA,0
"396",4.39229123,-0.20703125,-0.25390625,0.572265625,4144,4604,13604,3500,15.9375,480,19:23:20,"Straight swim",NA,0
"397",4.21426776,-0.283203125,-0.23046875,0.53125,4736,3700,13412,3500,15.9375,-112,19:23:21,"Straight swim",NA,0
"398",4.07084813,-0.255859375,-0.212890625,0.552734375,3968,3692,13828,3500,15.9375,-544,19:23:22,"Straight swim",NA,0
"399",3.90662558,-0.23046875,-0.271484375,0.587890625,3580,5128,14076,3500,15.9375,-357.3333333,19:23:23,"Straight swim",NA,0
"400",3.78300017,-0.251953125,-0.41015625,0.515625,4280,7236,12868,3500,15.9375,320,19:23:24,"Straight swim",NA,0
"401",3.65908655,-0.2265625,-0.390625,0.544921875,4604,5688,13100,3500,15.875,506.6666667,19:23:25,"Straight swim",NA,0
"402",3.58099045,-0.201171875,-0.21875,0.578125,3616,4136,14144,3500,15.9375,133.3333333,19:23:26,"Straight swim",NA,0
"403",3.53344373,-0.220703125,-0.2109375,0.583984375,3892,3496,14740,3500,15.9375,181.3333333,19:23:27,"Straight swim",NA,0
"404",3.43764288,-0.220703125,-0.267578125,0.556640625,3840,4192,14236,3500,15.9375,-58.66666667,19:23:28,"Straight swim",NA,0
"405",3.34195993,-0.201171875,-0.296875,0.51171875,3896,4348,13308,3500,15.9375,-261.3333333,19:23:29,"Straight swim",NA,0
"406",3.20595494,-0.228515625,-0.203125,0.552734375,3496,3892,13392,3500,15.9375,101.3333333,19:23:30,"Straight swim",NA,0
"407",3.09366109,-0.169921875,-0.095703125,0.59765625,2996,2196,14200,3500,15.875,-405.3333333,19:23:31,"Straight swim",NA,0
"408",2.92294091,-0.203125,-0.18359375,0.587890625,3208,3844,14668,3500,15.9375,-138.6666667,19:23:32,"Straight swim",NA,0
"409",2.81569059,-0.259765625,-0.4765625,0.4921875,3968,8876,12192,3500,15.9375,10.66666667,19:23:33,"Straight swim",NA,0
"410",2.77848637,-0.2734375,-0.47265625,0.474609375,4812,7708,12204,3500,15.9375,245.3333333,19:23:34,"Straight swim",NA,0
"411",2.74106601,-0.224609375,-0.369140625,0.5390625,3964,6572,13148,3500,15.875,213.3333333,19:23:35,"Straight swim",NA,0
"412",2.72452061,-0.201171875,-0.3359375,0.541015625,3488,5488,13844,3500,15.9375,80,19:23:36,"Feed",NA,1
"413",2.7141388,-0.205078125,-0.42578125,0.486328125,3348,7648,12652,3500,15.9375,21.33333333,19:23:37,"Feed",NA,1
"414",2.7128812,-0.22265625,-0.46875,0.48828125,3736,7916,12340,3500,15.9375,122.6666667,19:23:38,"Feed",NA,1
"415",2.66489562,-0.236328125,-0.234375,0.548828125,3752,3488,13508,3500,15.9375,96,19:23:39,"Feed",NA,1
"416",2.59388011,-0.1640625,-0.171875,0.59765625,3004,2924,13804,3500,15.875,-96,19:23:40,"Feed",NA,1
"423",1.8820744,-0.2578125,-0.39453125,0.494140625,4216,6516,13224,3500,15.9375,149.3333333,19:23:47,"Feed",NA,1
"424",1.84259733,-0.216796875,-0.16015625,0.544921875,3172,2952,13756,3500,15.9375,-64,19:23:48,"Feed",NA,1
"425",1.71214677,-0.1484375,-0.05078125,0.580078125,2556,2000,14488,3500,15.9375,-144,19:23:49,"Feed",NA,1
"426",1.6556658,-0.16015625,-0.236328125,0.5703125,3308,3616,13692,3500,15.9375,-224,19:23:50,"Feed",NA,1
"427",1.59872632,-0.154296875,-0.3046875,0.513671875,2572,4376,13280,3500,15.9375,-533.3333333,19:23:51,"Feed",NA,1
"428",1.5171063,-0.15234375,-0.080078125,0.619140625,2156,2636,15228,3500,15.9375,69.33333333,19:23:52,"Feed",NA,1
"429",1.49230785,-0.080078125,-0.1171875,0.595703125,2196,1220,14236,3500,15.9375,-421.3333333,19:23:53,"Feed",NA,1
"430",1.44427643,-0.150390625,-0.1015625,0.5859375,2236,2148,14840,3500,15.9375,-474.6666667,19:23:54,"Feed",NA,1
"431",1.39891087,-0.177734375,-0.333984375,0.56640625,3176,6072,14052,3500,15.9375,-117.3333333,19:23:55,"Feed",NA,1
"432",1.37533073,-0.171875,-0.310546875,0.5703125,3028,5140,13776,3500,15.9375,-96,19:23:56,"Feed",NA,1
"433",1.35999709,-0.14453125,-0.103515625,0.580078125,2308,1672,14720,3500,15.9375,-112,19:23:57,"Feed",NA,1
"434",1.34787297,-0.09765625,-0.0078125,0.619140625,1756,416,14868,3500,15.9375,224,19:23:58,"Feed",NA,1
"435",1.3012105,-0.10546875,-0.111328125,0.59765625,1932,1588,15324,3500,15.9375,16,19:23:59,"Feed",NA,1
"436",1.2578427,-0.09765625,-0.244140625,0.58203125,2192,5648,13744,3500,15.9375,202.6666667,19:24:00,"Feed",NA,1
"437",1.2061891,-0.162109375,-0.291015625,0.55859375,2800,5656,13864,3500,15.9375,-112,19:24:01,"Feed",NA,1
"438",1.17619648,-0.185546875,-0.279296875,0.5703125,3288,4424,13700,3500,15.9375,-64,19:24:02,"Feed",NA,1
"439",1.07089807,-0.18359375,-0.396484375,0.525390625,3296,6528,13584,3500,15.9375,-368,19:24:03,"Feed",NA,1
"440",0.98553798,-0.244140625,-0.5390625,0.443359375,4448,9420,11364,3500,15.9375,69.33333333,19:24:04,"Feed",NA,1
"441",0.890627929999997,-0.271484375,-0.5390625,0.4296875,4648,8560,11240,3500,15.9375,389.3333333,19:24:05,"Feed",NA,1
"442",0.791663410000002,-0.162109375,-0.248046875,0.5703125,2776,4092,14384,3500,15.9375,128,19:24:06,"Feed",NA,1
"443",0.754767049999998,-0.068359375,-0.216796875,0.53125,664,1972,14952,3500,15.9375,-592,19:24:07,"Feed",NA,1
"444",0.787628590000001,-0.0390625,-0.189453125,0.546875,752,1956,15152,3500,15.9375,-1157.333333,19:24:08,"Feed",NA,1
"445",0.826038010000001,-0.064453125,-0.3671875,0.529296875,1088,5776,13584,3500,15.9375,-154.6666667,19:24:09,"Feed",NA,1
"446",0.89477411,-0.1015625,-0.40234375,0.509765625,1604,7340,12940,3500,15.9375,218.6666667,19:24:10,"Feed",NA,1
"447",0.92438683,-0.09765625,-0.314453125,0.54296875,1464,6176,13920,3500,15.9375,154.6666667,19:24:11,"Feed",NA,1
"448",0.968507880000001,-0.1171875,-0.39453125,0.5390625,2040,7068,13736,3500,15.9375,-5.333333333,19:24:12,"Feed",NA,1
"449",0.934421490000002,-0.142578125,-0.482421875,0.513671875,2912,8152,12984,3500,16,5.333333333,19:24:13,"Feed",NA,1
"450",0.882106329999999,-0.1328125,-0.453125,0.52734375,2736,8004,13108,3500,16,-197.3333333,19:24:14,"Feed",NA,1
"451",0.865875339999999,-0.197265625,-0.337890625,0.54296875,3124,6644,13940,3500,16,469.3333333,19:24:15,"Feed",NA,1
"452",0.880612929999998,-0.115234375,-0.07421875,0.63671875,1848,1524,15388,3500,15.9375,608,19:24:16,"Feed",NA,1
"453",0.841810500000001,-0.09375,-0.169921875,0.580078125,2312,3704,13900,3500,15.9375,96,19:24:17,"Feed",NA,1
"454",0.745806600000002,-0.115234375,-0.29296875,0.599609375,2576,4088,13996,3500,15.9375,117.3333333,19:24:18,"Feed",NA,1
"455",0.690753530000002,-0.12109375,-0.322265625,0.548828125,2208,4852,13896,3500,15.9375,-64,19:24:19,"Rturn while feed",NA,1
"456",0.65221966,-0.08984375,-0.24609375,0.5703125,1824,4276,14364,3500,16,-149.3333333,19:24:20,"Rturn while feed",NA,1
"457",0.66478918,-0.1171875,-0.22265625,0.5859375,2112,3496,14328,3500,15.9375,32,19:24:21,"Rturn while feed",NA,1
"458",0.636669870000002,-0.134765625,-0.330078125,0.564453125,2540,5256,14148,3500,15.9375,368,19:24:22,"Rturn while feed",NA,1
"459",0.545833940000001,-0.14453125,-0.21875,0.578125,2208,4768,14168,3500,16,864,19:24:23,"Rturn while feed",NA,1
"460",0.516443930000001,-0.189453125,-0.345703125,0.533203125,2668,4728,13400,3500,16,-485.3333333,19:24:24,"Rturn while feed",NA,1
"461",0.37569671,-0.248046875,-0.2265625,0.560546875,3880,4072,14236,3500,16,85.33333333,19:24:25,"Rturn while feed",NA,1
"462",0.309888480000001,-0.177734375,0.01953125,0.62109375,3228,248,14988,3500,16,298.6666667,19:24:26,"Swallow",NA,1
"463",0.26428057,-0.076171875,0.18359375,0.62890625,1364,-1700,15076,3500,16,245.3333333,19:24:27,"Swallow",NA,1
"464",0.24138164,-0.056640625,0.150390625,0.5859375,588,-1392,14688,3500,16,5.333333333,19:24:28,"Swallow",NA,1
"465",0.162394729999999,-0.134765625,-0.1484375,0.630859375,2208,2396,15068,3500,15.9375,304,19:24:29,"Swallow",NA,1
"466",0.134707719999998,-0.203125,-0.30078125,0.58984375,2436,5144,15116,3500,15.9375,602.6666667,19:24:30,"Swallow",NA,1
"467",0.208605250000002,-0.169921875,-0.56640625,0.427734375,2852,9648,11148,3500,15.9375,-293.3333333,19:24:31,"Swallow",NA,1
"468",0.197974540000001,-0.19140625,-0.55078125,0.4296875,3188,9800,11324,3500,16,-32,19:24:32,"Swallow",NA,1
"469",0.167425160000001,-0.166015625,-0.546875,0.466796875,2952,8800,11948,3500,16,-21.33333333,19:24:33,"Rturn",NA,0
"470",0.19014069,-0.158203125,-0.5234375,0.455078125,2888,9008,11756,3500,15.9375,-48,19:24:34,"Rturn",NA,0
"471",0.164582450000001,-0.150390625,-0.65625,0.37109375,2008,11592,10332,3500,16,-117.3333333,19:24:35,"Rturn",NA,0
"472",0.204603179999999,-0.1640625,-0.69921875,0.357421875,3112,11332,10224,3500,16,53.33333333,19:24:36,"Rturn",NA,0
"473",0.236685259999998,-0.1953125,-0.59765625,0.34765625,3272,9668,10756,3500,16,-154.6666667,19:24:37,"Rturn",NA,0
"474",0.223382130000001,-0.130859375,-0.48046875,0.498046875,2612,8028,12648,3500,16,26.66666667,19:24:38,"Rturn",NA,0
"475",0.238637170000001,-0.091796875,-0.498046875,0.498046875,1624,8340,12640,3500,16,192,19:24:39,"Rturn",NA,0
"476",0.270607909999999,-0.138671875,-0.625,0.40234375,2224,10432,11172,3500,16.0625,-160,19:24:40,"Rturn",NA,0
"477",0.2776754,-0.251953125,-0.724609375,0.3046875,4040,12160,9092,3500,16.0625,-266.6666667,19:24:41,"Rturn",NA,0
"478",0.217303700000002,-0.283203125,-0.59765625,0.349609375,4820,10216,10464,3500,16.0625,224,19:24:42,"Rturn",NA,0
"479",0.132225259999998,-0.21875,-0.453125,0.470703125,3432,8136,12336,3500,16.0625,-37.33333333,19:24:43,"Rturn",NA,0
"480",0.07464388,-0.109375,-0.2890625,0.55859375,1796,4948,13728,3500,16.0625,112,19:24:44,"Rturn",NA,0
"481",0.173988300000001,-0.1171875,-0.4296875,0.50390625,2164,7340,12976,3500,16.0625,-69.33333333,19:24:45,"Rturn",NA,0
"482",0.136220779999999,-0.12109375,-0.404296875,0.517578125,1956,7336,14032,3500,16.0625,-389.3333333,19:24:46,"Rturn",NA,0
"483",0.162971140000003,-0.119140625,-0.25390625,0.58984375,1752,4628,14452,3500,16.0625,314.6666667,19:24:47,"Rturn",NA,0
"484",0.131065900000003,-0.072265625,-0.15234375,0.6015625,1332,2772,14952,3500,16.0625,21.33333333,19:24:48,"Rturn",NA,0
"485",0.15786211,-0.041015625,-0.076171875,0.609375,872,1304,14904,3500,16.0625,101.3333333,19:24:49,"Rturn",NA,0
"486",0.137550439999998,-0.095703125,-0.298828125,0.5703125,1672,5300,14120,3500,16.0625,37.33333333,19:24:50,"Rturn",NA,0
"487",0.18171079,-0.091796875,-0.451171875,0.517578125,1976,7496,13140,3500,16.0625,-90.66666667,19:24:51,"Rturn",NA,0
"488",0.262151809999999,-0.072265625,-0.31640625,0.52734375,1476,5760,13672,3500,16.0625,346.6666667,19:24:52,"Rturn",NA,0
"489",0.281801920000003,-0.03515625,-0.263671875,0.59375,488,4996,14688,3500,16.0625,-149.3333333,19:24:53,"Rturn",NA,0
"490",0.332852920000001,-0.052734375,-0.330078125,0.5625,936,5972,14024,3500,16.0625,-170.6666667,19:24:54,"Rturn while feed",NA,1
"491",0.412193520000002,-0.103515625,-0.48828125,0.49609375,1960,8252,12404,3500,16.0625,-26.66666667,19:24:55,"Rturn while feed",NA,1
"492",0.446889070000001,-0.150390625,-0.466796875,0.466796875,2692,7744,12624,3500,16.0625,400,19:24:56,"Rturn while feed",NA,1
"493",0.47383593,-0.107421875,-0.408203125,0.501953125,1924,6628,13960,3500,16.0625,-346.6666667,19:24:57,"Rturn while feed",NA,1
"494",0.520131599999999,-0.08984375,-0.396484375,0.515625,1636,6332,13168,3500,16.0625,-240,19:24:58,"Rturn while feed",NA,1
"495",0.618355960000002,-0.103515625,-0.421875,0.54296875,1516,6924,13668,3500,16,288,19:24:59,"Rturn while feed",NA,1
"496",0.69719877,-0.140625,-0.61328125,0.40625,2500,10484,10944,3500,16.0625,-160,19:25:00,"Rturn while feed",NA,1
"497",0.780122250000002,-0.21875,-0.6171875,0.388671875,4336,10124,10408,3500,16.0625,80,19:25:01,"Rturn while feed",NA,1
"498",0.732804769999998,-0.2578125,-0.54296875,0.421875,4356,9056,11224,3500,16.0625,160,19:25:02,"Rturn while feed",NA,1
"499",0.754013799999999,-0.22265625,-0.55078125,0.439453125,3528,9816,11608,3500,16.0625,96,19:25:03,"Rturn while feed",NA,1
"500",0.702203000000001,-0.244140625,-0.619140625,0.376953125,4032,9220,10928,3500,16.0625,-32,19:25:04,"Straight swim",NA,0
"501",0.649645489999997,-0.236328125,-0.609375,0.3984375,4196,9864,10964,3500,16.0625,42.66666667,19:25:05,"Straight swim",NA,0
"502",0.573121400000002,-0.18359375,-0.4296875,0.509765625,3448,7672,12780,3500,16,506.6666667,19:25:06,"Straight swim",NA,0
"503",0.504359110000003,-0.13671875,-0.3984375,0.5234375,2444,5816,13792,3500,16.0625,-250.6666667,19:25:07,"Straight swim",NA,0
"504",0.459445500000001,-0.134765625,-0.3359375,0.5390625,2196,6440,13340,3500,16.0625,-240,19:25:08,"Straight swim",NA,0
"505",0.390290199999999,-0.162109375,-0.55859375,0.42578125,2828,9480,11512,3500,16.0625,-261.3333333,19:25:09,"Straight swim",NA,0
"506",0.343110280000001,-0.138671875,-0.5,0.470703125,2624,8016,12360,3500,16.125,165.3333333,19:25:10,"Straight swim",NA,0
"507",0.322189450000003,-0.09765625,-0.470703125,0.501953125,1892,7640,13280,3500,16.125,69.33333333,19:25:11,"Straight swim",NA,0
"508",0.363579140000002,-0.056640625,-0.44140625,0.517578125,1268,7304,12952,3500,16.125,181.3333333,19:25:12,"Straight swim",NA,0
"509",0.388056629999998,-0.087890625,-0.515625,0.4609375,1552,8392,12608,3500,16.0625,16,19:25:13,"Straight swim",NA,0
"510",0.471897120000001,-0.095703125,-0.5703125,0.40234375,2216,9568,11312,3500,16.0625,53.33333333,19:25:14,"Straight swim",NA,0
"511",0.440745140000001,-0.138671875,-0.52734375,0.462890625,2668,8552,12252,3500,16.125,298.6666667,19:25:15,"Straight swim",NA,0
"512",0.518009379999999,-0.09375,-0.41015625,0.517578125,1532,6932,13068,3500,16.0625,-42.66666667,19:25:16,"Straight swim",NA,0
"513",0.53572724,-0.08984375,-0.412109375,0.5,1364,7360,12996,3500,16.0625,-101.3333333,19:25:17,"Straight swim",NA,0
"514",0.575459770000002,-0.109375,-0.541015625,0.45703125,2160,8992,11964,3500,16.0625,-26.66666667,19:25:18,"Straight swim",NA,0
"515",0.590465899999998,-0.16015625,-0.638671875,0.373046875,3088,10388,10676,3500,16.0625,37.33333333,19:25:19,"Straight swim",NA,0
