"","Time","Pressure","Compass1","Compass2","Compass3","AccelSway","Sway.g.","AccelSurge","Surge.g.","AccelHeave","Heave.g.","Temperature","Gyro1","Gyro2","Gyro3","Accel1","Accel2","Accel3","Temp2","Light","TempExt","ODBA","Time","Behavior","Comments","feeding"
"1412",20.16716667,0.7001446835,645,323,-812,2096,0.255859375,3968,0.484375,6912,0.84375,-128,-519,20,16,-4180,-7340,14772,59344,3500,15.375,0.000651042,20:10:30,"Feed",NA,1
"1413",20.16718333,0.7013034605,233,-136,854,2128,0.259765625,3968,0.484375,6896,0.841796875,-128,-292,142,-169,-3972,-7060,14964,59344,3500,15.375,0.061848958,20:10:31,"Feed",NA,1
"1414",20.1672,0.672209647,-405,-108,-599,1936,0.236328125,2944,0.359375,7408,0.904296875,-128,-281,15,52,-3896,-5520,16016,59344,3500,15.375,-0.00390625,20:10:32,"Feed",NA,1
"1415",20.16721667,0.6931854747,627,276,-651,2096,0.255859375,3968,0.484375,7136,0.87109375,-128,-300,-25,56,-3924,-7996,15688,59376,3500,15.375,0.048177083,20:10:33,"Feed",NA,1
"1416",20.16723333,0.6704551146,525,262,50,2112,0.2578125,3552,0.43359375,7184,0.876953125,-128,-475,112,-269,-4284,-6896,15312,59376,3500,15.375,0.057291667,20:10:34,"Feed",NA,1
"1417",20.16725,0.701454036,-411,-62,-747,2240,0.2734375,3968,0.484375,7136,0.87109375,-128,-236,156,-251,-4348,-7848,15776,59376,3500,15.375,0.079427083,20:10:35,"Feed",NA,1
"1418",20.16726667,0.6492763372,579,292,-506,2496,0.3046875,4048,0.494140625,8112,0.990234375,-128,261,-299,385,-4276,-7172,17048,59344,3500,15.375,0.146484375,20:10:36,"Lturn while feed",NA,1
"1419",20.16728333,0.6424873443,-558,-20,-11,2304,0.28125,5280,0.64453125,7712,0.94140625,-128,166,97,-179,-4364,-10148,15496,59392,3500,15.375,0.19140625,20:10:37,"Lturn while feed",NA,1
"1420",20.1673,0.5824535303,519,298,-189,2320,0.283203125,3040,0.37109375,6512,0.794921875,-128,1108,-82,-31,-3924,-4256,12808,59376,3500,15.375,-0.150390625,20:10:38,"Feed",NA,1
"1421",20.16731667,0.6486085674,-177,296,-1531,2240,0.2734375,4048,0.494140625,7280,0.888671875,-128,-341,56,28,-4496,-8368,16868,59360,3500,15.375,0.022786458,20:10:39,"Feed",NA,1
"1422",20.16733333,0.5947090701,-533,-159,492,2288,0.279296875,4624,0.564453125,6768,0.826171875,-128,221,107,-155,-5008,-8492,14556,59328,3500,15.375,0.043619792,20:10:40,"Feed",NA,1
"1423",20.16735,0.5763846812,-510,-247,588,1920,0.234375,1024,0.125,7376,0.900390625,-128,125,38,466,-3352,-640,15264,59360,3500,15.375,-0.043619792,20:10:41,"Feed",NA,1
"1424",20.16736667,0.6534597186,504,247,265,2208,0.26953125,2384,0.291015625,7408,0.904296875,-128,658,-105,2,-3920,-3752,15532,59360,3500,15.375,-0.044270833,20:10:42,"Feed",NA,1
"1425",20.16738333,0.7145213744,-69,282,-1553,2144,0.26171875,2752,0.3359375,7120,0.869140625,-128,433,33,-180,-4064,-4168,14772,59360,3500,15.375,-0.060546875,20:10:43,"Feed",NA,1
"1426",20.1674,0.7410030295,-416,-245,770,2384,0.291015625,2704,0.330078125,6768,0.826171875,-128,-161,-2,86,-4348,-4964,14860,59360,3500,15.375,-0.077473958,20:10:44,"Feed",NA,1
"1427",20.16741667,0.7931087139,592,355,-1234,2320,0.283203125,3168,0.38671875,7504,0.916015625,-128,-464,27,-45,-4212,-6816,15972,59360,3500,15.375,0.048828125,20:10:45,"Feed",NA,1
"1428",20.16743333,0.7968534622,-448,-62,-907,2352,0.287109375,2656,0.32421875,7120,0.869140625,-128,179,39,-183,-4416,-4204,15376,59360,3500,15.375,-0.067708333,20:10:46,"Feed",NA,1
"1429",20.16745,0.8221959806,628,282,-734,2256,0.275390625,3520,0.4296875,7040,0.859375,-128,-58,31,-2,-4252,-6460,15024,59360,3500,15.3125,-0.0078125,20:10:47,"Lturn while feed",NA,1
"1430",20.16746667,0.7943329586,54,363,-1559,2016,0.24609375,2352,0.287109375,7232,0.8828125,-128,-322,-41,147,-3932,-3832,15504,59360,3500,15.375,0.022135417,20:10:48,"Left turn",NA,0
"1431",20.16748333,0.7732392891,-466,-223,708,1904,0.232421875,3120,0.380859375,6880,0.83984375,-128,-83,60,-171,-3576,-5732,15184,59392,3500,15.375,-0.018880208,20:10:49,"Swallow",NA,1
"1432",20.1675,0.761461663,-318,169,-1387,1984,0.2421875,3312,0.404296875,7264,0.88671875,-128,141,15,-102,-3748,-5528,15704,59360,3500,15.3125,0.047526042,20:10:50,"Swallow",NA,1
"1433",20.16751667,0.7246884969,507,265,80,1888,0.23046875,2400,0.29296875,6960,0.849609375,-128,-1407,34,174,-3708,-6124,15148,59360,3500,15.375,0.048177083,20:10:51,"Swallow",NA,1
"1434",20.16753333,0.7469474901,-439,-62,-597,2112,0.2578125,2496,0.3046875,7168,0.875,-128,-893,110,-100,-3748,-6584,16188,59344,3500,15.375,-0.011067708,20:10:52,"Swallow",NA,1
"1435",20.16755,0.7137488564,581,362,-1121,1936,0.236328125,3024,0.369140625,7472,0.912109375,-128,403,12,-74,-3388,-4844,15988,59360,3500,15.3125,-0.025390625,20:10:53,"Swallow",NA,1
"1436",20.16756667,0.6830314458,-361,-237,727,1904,0.232421875,3456,0.421875,7904,0.96484375,-128,224,-85,204,-3508,-6092,16216,59344,3500,15.375,0.029296875,20:10:54,"Left turn",NA,0
"1437",20.16758333,0.626356121,-173,283,-1557,1904,0.232421875,3808,0.46484375,6832,0.833984375,-128,435,-41,23,-3512,-6864,15108,59376,3500,15.375,-0.102864583,20:10:55,"Left turn",NA,0
"1438",20.1676,0.6375772723,511,244,210,1648,0.201171875,4368,0.533203125,9136,1.115234375,-128,1543,-184,-85,-2724,-6640,16632,59344,3500,15.375,0.113932292,20:10:56,"Lturn while feed",NA,1
"1439",20.16761667,0.5753961201,-436,-47,-777,2112,0.2578125,3104,0.37890625,6320,0.771484375,-128,-765,-15,77,-3512,-5768,14416,59376,3500,15.3125,-0.090494792,20:10:57,"Lturn while feed",NA,1
"1440",20.16763333,0.5455232418,502,300,145,2448,0.298828125,3392,0.4140625,7232,0.8828125,-128,-161,-134,247,-4132,-6696,16112,59312,3500,15.375,-0.006510417,20:10:58,"Left turn",NA,0
"1441",20.16765,0.5459225944,-87,313,-1619,2688,0.328125,3968,0.484375,6736,0.822265625,-128,314,-175,178,-4840,-7508,14728,59344,3500,15.3125,-0.02734375,20:10:59,"Left turn",NA,0
"1442",20.18333333,0.62196979,612,269,-703,2432,0.296875,1584,0.193359375,6928,0.845703125,-128,443,-49,29,-4488,-1556,14576,59376,3500,15.375,-0.08203125,20:11:00,"Left turn",NA,0
"1443",20.18335,0.6777351147,254,-84,809,2816,0.34375,3088,0.376953125,6624,0.80859375,-128,-116,-9,182,-5132,-5900,14768,59344,3500,15.375,-0.009114583,20:11:01,"Left turn",NA,0
"1444",20.18336667,0.7098993599,-83,271,-1598,2816,0.34375,2976,0.36328125,6944,0.84765625,-128,-899,99,-106,-4784,-6428,15072,59376,3500,15.375,0.052734375,20:11:02,"Left turn",NA,0
"1445",20.18338333,0.7890628146,97,-191,868,2688,0.328125,3104,0.37890625,7200,0.87890625,-128,-137,73,-100,-4908,-6468,15844,59344,3500,15.375,-0.000651042,20:11:03,"Left turn",NA,0
"1446",20.1834,0.8277476354,-467,-28,-935,2544,0.310546875,1568,0.19140625,7552,0.921875,-128,196,-158,335,-4508,-2180,16040,59360,3500,15.3125,-0.046875,20:11:04,"Left turn",NA,0
"1447",20.18341667,0.8695356218,-70,-206,886,2384,0.291015625,3696,0.451171875,7152,0.873046875,-128,-494,107,-141,-4468,-7836,15612,59328,3500,15.3125,0.025390625,20:11:05,"Left turn",NA,0
"1448",20.18343333,0.8179667719,483,405,-1243,2528,0.30859375,3520,0.4296875,7616,0.9296875,-128,523,90,-282,-3944,-7020,16640,59360,3500,15.3125,0.013020833,20:11:06,"Feed",NA,1
"1449",20.18345,0.8272173476,-616,-60,167,2144,0.26171875,2736,0.333984375,7280,0.888671875,-128,-468,-56,173,-3932,-5044,15996,59328,3500,15.3125,0.033203125,20:11:07,"Feed",NA,1
"1450",20.18346667,0.8046375631,480,253,-181,1280,0.15625,2592,0.31640625,6944,0.84765625,-128,-537,46,21,-2716,-4884,15128,59328,3500,15.3125,-0.074869792,20:11:08,"Feed",NA,1
"1451",20.18348333,0.7421814468,-536,-80,-96,2176,0.265625,3392,0.4140625,7520,0.91796875,-128,1400,27,-326,-4216,-5208,15336,59360,3500,15.3125,-0.011067708,20:11:09,"Lturn while feed",NA,1
"1452",20.1835,0.7489507995,-403,73,-1323,2480,0.302734375,2000,0.244140625,7568,0.923828125,-128,651,-65,91,-4628,-4388,16752,59328,3500,15.3125,-0.0546875,20:11:10,"Lturn while feed",NA,1
"1453",20.18351667,0.7607153321,497,266,234,2400,0.29296875,3904,0.4765625,6928,0.845703125,-128,685,-151,197,-4120,-6576,14964,59328,3500,15.375,-0.038411458,20:11:11,"Lturn while feed",NA,1
"1454",20.18353333,0.8121925272,-483,-35,-367,2112,0.2578125,2704,0.330078125,7040,0.859375,-128,-300,127,-66,-3712,-5364,15200,59328,3500,15.3125,-0.00390625,20:11:12,"Left turn",NA,0
"1455",20.18355,0.7919892175,650,309,-975,2112,0.2578125,3776,0.4609375,7472,0.912109375,-128,-335,75,36,-3968,-6920,16120,59328,3500,15.3125,0.030598958,20:11:13,"Left turn",NA,0
"1456",20.18356667,0.7823720231,-459,-63,-430,2192,0.267578125,2944,0.359375,7440,0.908203125,-128,-204,7,49,-4220,-4844,15760,59360,3500,15.3125,0.009765625,20:11:14,"Left turn",NA,0
"1457",20.18358333,0.8008666277,493,259,179,1936,0.236328125,2592,0.31640625,7456,0.91015625,-128,-152,86,-110,-3992,-5292,16124,59328,3500,15.25,0.022786458,20:11:15,"Left turn",NA,0
"1458",20.1836,0.7686369149,-562,-147,295,2176,0.265625,2448,0.298828125,7824,0.955078125,-128,-546,128,-192,-4136,-5856,17204,59344,3500,15.3125,0.077473958,20:11:16,"Left turn",NA,0
"1459",20.18361667,0.7919957643,418,97,621,2464,0.30078125,4128,0.50390625,6672,0.814453125,-128,243,-41,20,-4756,-8016,14856,59344,3500,15.3125,-0.024088542,20:11:17,"Left turn",NA,0
"1460",20.18363333,0.8069223832,-236,260,-1514,2176,0.265625,3696,0.451171875,7088,0.865234375,-128,-53,72,-95,-3992,-7268,15140,59312,3500,15.3125,0.007161458,20:11:18,"Left turn",NA,0
"1461",20.18365,0.8137244697,522,264,-345,2208,0.26953125,3728,0.455078125,6960,0.849609375,-128,471,48,-249,-4208,-6736,14980,59344,3500,15.3125,-0.018880208,20:11:19,"Feed",NA,1
"1462",20.18366667,0.7621556198,-445,-69,-873,1984,0.2421875,3168,0.38671875,7856,0.958984375,-128,53,-53,95,-3588,-5372,16936,59312,3500,15.3125,0.015625,20:11:20,"Feed",NA,1
"1463",20.18368333,0.7808662677,566,300,-572,2256,0.275390625,4064,0.49609375,7472,0.912109375,-128,466,-6,39,-4108,-7736,15728,59312,3500,15.25,0.036458333,20:11:21,"Feed",NA,1
"1464",20.1837,0.7799693612,-341,-243,849,2144,0.26171875,2624,0.3203125,7200,0.87890625,-128,-603,133,-295,-3636,-5956,16008,59312,3500,15.3125,0.045572917,20:11:22,"Feed",NA,1
"1465",20.18371667,0.7517004398,-535,-22,-123,2160,0.263671875,3344,0.408203125,6688,0.81640625,-128,-44,14,-115,-4300,-6272,14752,59344,3500,15.3125,-0.030598958,20:11:23,"Rturn while feed",NA,1
"1466",20.18373333,0.7411077777,539,281,-438,2320,0.283203125,4208,0.513671875,6960,0.849609375,-128,-292,-56,142,-4580,-8536,15064,59344,3500,15.3125,0.037109375,20:11:24,"Rturn while feed",NA,1
"1467",20.18375,0.7719037495,504,305,-333,2176,0.265625,4496,0.548828125,6640,0.810546875,-128,-91,158,-206,-4152,-8336,14128,59328,3500,15.25,0.0078125,20:11:25,"Rturn while feed",NA,1
"1468",20.18376667,0.7021545396,-437,-78,-763,2208,0.26953125,2688,0.328125,7232,0.8828125,-128,-627,34,-91,-4252,-4976,15972,59344,3500,15.25,0.056640625,20:11:26,"Feed",NA,1
"1469",20.18378333,0.7083346836,335,399,-1501,2112,0.2578125,4320,0.52734375,7200,0.87890625,-128,-562,37,86,-4424,-8260,15448,59328,3500,15.3125,0.083984375,20:11:27,"Feed",NA,1
"1470",20.1838,0.7574223104,-116,-207,879,2224,0.271484375,4400,0.537109375,6752,0.82421875,-128,-836,143,-8,-4544,-8084,14632,59360,3500,15.3125,0.079427083,20:11:28,"Feed",NA,1
"1471",20.18381667,0.7276607271,-514,-215,683,2192,0.267578125,2384,0.291015625,7264,0.88671875,-128,-428,100,-361,-4376,-5176,15612,59328,3500,15.25,0.016276042,20:11:29,"Left turn",NA,0
"1472",20.18383333,0.7361256913,-513,-4,-232,2544,0.310546875,3440,0.419921875,6768,0.826171875,-128,362,-103,183,-4768,-5396,14776,59296,3500,15.25,-0.00390625,20:11:30,"Left turn",NA,0
"1473",20.18385,0.7621490731,590,382,-1201,2320,0.283203125,4640,0.56640625,6720,0.8203125,-128,-174,100,-81,-4000,-8604,14096,59296,3500,15.25,0.01171875,20:11:31,"Left turn",NA,0
"1474",20.18386667,0.7916291456,505,394,-1173,2272,0.27734375,2384,0.291015625,6992,0.853515625,-128,164,24,-160,-4400,-3660,15488,59328,3500,15.25,-0.037109375,20:11:32,"Left turn",NA,0
"1475",20.18388333,0.7957143255,500,194,390,2224,0.271484375,3104,0.37890625,6816,0.83203125,-128,-747,-1,74,-3964,-6196,14692,59360,3500,15.25,-0.021484375,20:11:33,"Left turn",NA,0
"1476",20.1839,0.8215740382,-134,-239,839,2464,0.30078125,3360,0.41015625,7248,0.884765625,-128,129,-71,68,-4104,-6356,15888,59296,3500,15.25,0.020182292,20:11:34,"Swallow",NA,1
"1477",20.18391667,0.8731887154,-158,-215,904,2080,0.25390625,4352,0.53125,7200,0.87890625,-128,176,102,-159,-4052,-7004,15668,59328,3500,15.25,0.065104167,20:11:35,"Swallow",NA,1
"1478",20.18393333,0.8062480667,-584,-35,5,1904,0.232421875,2752,0.3359375,7488,0.9140625,-128,-113,50,-22,-3784,-5556,15808,59296,3500,15.25,-0.012369792,20:11:36,"Swallow",NA,1
"1479",20.18395,0.867349003,611,344,-856,1632,0.19921875,4304,0.525390625,6688,0.81640625,-128,-793,262,112,-3860,-8172,15328,59312,3500,15.25,0.060546875,20:11:37,"Swallow",NA,1
"1480",20.18396667,0.7560213032,307,-73,834,2032,0.248046875,2576,0.314453125,6736,0.822265625,-128,104,-60,-61,-3564,-4464,15096,59296,3500,15.25,-0.133463542,20:11:38,"Swallow",NA,1
"1481",20.18398333,0.7844866274,410,70,720,2464,0.30078125,3904,0.4765625,7056,0.861328125,-128,676,-75,-10,-4352,-6920,14744,59344,3500,15.25,-0.026692708,20:11:39,"Swallow",NA,1
"1482",20.184,0.7817631742,-499,5,-345,2352,0.287109375,4320,0.52734375,6624,0.80859375,-128,143,-48,105,-4512,-7444,14124,59312,3500,15.25,-0.020833333,20:11:40,"Straight swim",NA,0
"1483",20.18401667,0.7701884977,598,281,-682,2176,0.265625,3616,0.44140625,7184,0.876953125,-128,835,51,-154,-3912,-6804,15488,59344,3500,15.25,-0.05078125,20:11:41,"Straight swim",NA,0
"1484",20.18403333,0.7804276346,345,385,-1463,2112,0.2578125,2688,0.328125,6928,0.845703125,-128,-457,63,-2,-3740,-5664,15020,59312,3500,15.1875,-0.02734375,20:11:42,"Straight swim",NA,0
"1485",20.18405,0.7218537486,-480,-205,688,1872,0.228515625,3312,0.404296875,7184,0.876953125,-128,373,-125,358,-3552,-6088,15312,59280,3500,15.25,-0.078125,20:11:43,"Straight swim",NA,0
"1486",20.18406667,0.7235559069,-628,-61,197,2464,0.30078125,2880,0.3515625,6448,0.787109375,-128,-1056,142,-123,-3884,-6900,14248,59344,3500,15.25,0.052083333,20:11:44,"Straight swim",NA,0
"1487",20.18408333,0.7210615903,-510,-13,-279,2288,0.279296875,3280,0.400390625,6560,0.80078125,-128,-62,117,-242,-4876,-5748,13652,59312,3500,15.25,-0.012369792,20:11:45,"Left turn",NA,0
"1488",20.1841,0.7105278491,-459,-41,-605,2176,0.265625,3808,0.46484375,7200,0.87890625,-128,-897,134,-35,-4428,-7688,15324,59296,3500,15.25,0.071614583,20:11:46,"Left turn",NA,0
"1489",20.18411667,0.6741474888,548,275,-560,2256,0.275390625,3584,0.4375,7200,0.87890625,-128,1176,-97,-1,-3892,-6164,15024,59312,3500,15.25,-0.073567708,20:11:47,"Left turn",NA,0
"1490",20.18413333,0.6757318053,612,275,-726,1984,0.2421875,2048,0.25,6928,0.845703125,-128,-538,29,-110,-3372,-3748,15160,59328,3500,15.25,-0.074869792,20:11:48,"Straight swim",NA,0
"1491",20.18415,0.6643535318,-585,-148,361,2176,0.265625,2384,0.291015625,8000,0.9765625,-128,1023,-154,275,-3856,-5364,16868,59296,3500,15.25,-0.048177083,20:11:49,"Straight swim",NA,0
"1492",20.18416667,0.6623305821,-498,-55,-329,2704,0.330078125,3088,0.376953125,7472,0.912109375,-128,1928,-280,244,-4944,-4304,15624,59296,3500,15.25,-0.073567708,20:11:50,"Straight swim",NA,0
"1493",20.18418333,0.6956994316,-77,305,-1587,2512,0.306640625,3216,0.392578125,6912,0.84375,-128,741,80,-264,-4680,-5804,14704,59296,3500,15.25,-0.013020833,20:11:51,"Straight swim",NA,0
"1494",20.1842,0.7027764821,582,323,-689,2528,0.30859375,4432,0.541015625,6640,0.810546875,-128,1134,-132,20,-4500,-7512,14180,59328,3500,15.25,-0.063802083,20:11:52,"Straight swim",NA,0
"1495",20.18421667,0.7442633174,491,268,225,2336,0.28515625,5472,0.66796875,7184,0.876953125,-128,1127,-46,38,-4480,-9328,13656,59296,3500,15.25,-0.133463542,20:11:53,"Straight swim",NA,0
"1496",20.18423333,0.7352222381,-528,-32,-190,2080,0.25390625,3520,0.4296875,7280,0.888671875,-128,-220,41,-61,-3920,-6452,15984,59296,3500,15.25,0.024088542,20:11:54,"Straight swim",NA,0
"1497",20.18425,0.6729952585,-558,-4,-118,2560,0.3125,3840,0.46875,7152,0.873046875,-128,-16,76,-256,-4904,-6940,15500,59296,3500,15.25,0.047526042,20:11:55,"Straight swim",NA,0
"1498",20.18426667,0.7040072735,380,47,767,2512,0.306640625,2864,0.349609375,6768,0.826171875,-128,-555,-7,53,-4660,-5548,14948,59328,3500,15.25,0.034505208,20:11:56,"Straight swim",NA,0
"1499",20.18428333,0.7226917342,-475,-25,-792,2560,0.3125,4032,0.4921875,6896,0.841796875,-128,640,-66,98,-4468,-7048,14636,59360,3500,15.25,0.025390625,20:11:57,"Straight swim",NA,0
"1500",20.1843,0.7527413751,601,372,-1119,2480,0.302734375,3792,0.462890625,6896,0.841796875,-128,13,81,-124,-4900,-8048,15436,59328,3500,15.3125,0.015625,20:11:58,"Straight swim",NA,0
"1501",20.18431667,0.7123020218,-605,-81,207,2528,0.30859375,3184,0.388671875,6672,0.814453125,-128,-71,-73,123,-4464,-5488,14672,59312,3500,15.3125,-0.070963542,20:11:59,"Straight swim",NA,0
"1502",20.2,0.7515040369,588,382,-1052,2672,0.326171875,4112,0.501953125,6848,0.8359375,-128,808,-98,24,-4920,-7800,15056,59344,3500,15.3125,-0.048177083,20:12:00,"Straight swim",NA,0
"1503",20.20001667,0.7606498644,264,-49,784,2688,0.328125,4416,0.5390625,5952,0.7265625,-128,-786,283,-366,-4932,-9576,13320,59312,3500,15.3125,0.009765625,20:12:01,"Straight swim",NA,0
"1504",20.20003333,0.770456915,556,410,-1120,2176,0.265625,4400,0.537109375,6704,0.818359375,-128,177,62,-74,-4208,-8204,14208,59312,3500,15.25,-0.03515625,20:12:02,"Straight swim",NA,0
"1505",20.20005,0.7312876337,455,201,508,2432,0.296875,4304,0.525390625,6864,0.837890625,-128,-547,27,-8,-4428,-9252,15380,59344,3500,15.25,0.063802083,20:12:03,"Straight swim",NA,0
"1506",20.20006667,0.7450751159,-494,-10,-865,2752,0.3359375,4096,0.5,6768,0.826171875,-128,742,-38,32,-5324,-7576,14848,59312,3500,15.25,0.043619792,20:12:04,"Straight swim",NA,0
"1507",20.20008333,0.8070925991,478,313,-56,2176,0.265625,4112,0.501953125,7056,0.861328125,-128,-301,34,74,-4064,-7840,14712,59312,3500,15.25,0.000651042,20:12:05,"Straight swim",NA,0
"1508",20.2001,0.7868827426,-541,3,-222,2304,0.28125,2816,0.34375,6768,0.826171875,-128,-427,-82,109,-4204,-4788,15020,59312,3500,15.25,0.008463542,20:12:06,"Left turn",NA,0
"1509",20.20011667,0.8043691458,467,285,66,2272,0.27734375,4480,0.546875,6560,0.80078125,-128,-178,32,-118,-4216,-8984,14244,59296,3500,15.25,-0.0234375,20:12:07,"Left turn",NA,0
"1510",20.20013333,0.8209259087,-472,7,-1087,1952,0.23828125,4224,0.515625,6400,0.78125,-128,-742,302,-304,-3696,-9500,14240,59328,3500,15.3125,0.013020833,20:12:08,"Left turn",NA,0
"1511",20.20015,0.7436806555,576,317,-683,2208,0.26953125,3712,0.453125,6688,0.81640625,-128,-50,-152,236,-3916,-6848,14552,59328,3500,15.25,-0.051432292,20:12:09,"Left turn",NA,0
"1512",20.20016667,0.7553011593,-491,-51,-688,2032,0.248046875,2512,0.306640625,6480,0.791015625,-128,-380,-56,300,-3376,-4780,14136,59296,3500,15.25,-0.096354167,20:12:10,"Left turn",NA,0
"1513",20.20018333,0.731084684,535,386,-1076,2384,0.291015625,3792,0.462890625,6896,0.841796875,-128,899,-34,-112,-4564,-6568,14540,59328,3500,15.25,-0.053385417,20:12:11,"Left turn",NA,0
"1514",20.2002,0.7232547558,476,197,321,2272,0.27734375,2304,0.28125,8000,0.9765625,-128,519,-88,50,-4052,-3600,17144,59328,3500,15.25,-0.026692708,20:12:12,"Left turn",NA,0
"1515",20.20021667,0.6880397192,480,193,436,2176,0.265625,1968,0.240234375,7440,0.908203125,-192,-20,75,-192,-5008,-3332,15988,59328,3500,15.25,-0.001953125,20:12:13,"Left turn",NA,0
"1516",20.20023333,0.7223905832,482,236,-229,1904,0.232421875,1360,0.166015625,7152,0.873046875,-192,295,27,-239,-3512,-1664,14868,59328,3500,15.25,-0.104166667,20:12:14,"Left turn",NA,0
"1517",20.20025,0.7258407271,491,254,39,2032,0.248046875,2560,0.3125,7936,0.96875,-192,-185,93,-169,-3784,-5124,17672,59328,3500,15.25,0.029947917,20:12:15,"Left turn",NA,0
"1518",20.20026667,0.7227702954,-550,-142,217,1888,0.23046875,2272,0.27734375,6944,0.84765625,-192,-564,58,-145,-4072,-4984,15716,59296,3500,15.25,-0.063802083,20:12:16,"Left turn",NA,0
"1519",20.20028333,0.6798497191,-374,151,-1398,2000,0.244140625,4368,0.533203125,7200,0.87890625,-192,2524,-229,-332,-3296,-7412,15132,59328,3500,15.3125,-0.115234375,20:12:17,"Left turn",NA,0
"1520",20.2003,0.6480782797,250,-58,895,1952,0.23828125,3152,0.384765625,7808,0.953125,-192,1830,-394,454,-3900,-4784,16988,59344,3500,15.25,-0.076171875,20:12:18,"Left turn",NA,0
"1521",20.20031667,0.6589786396,-549,-80,-7,1664,0.203125,2544,0.310546875,6944,0.84765625,-192,439,27,-91,-3336,-3840,15028,59312,3500,15.25,-0.074869792,20:12:19,"Straight swim",NA,0
"1522",20.20033333,0.6497542509,-278,-269,816,1632,0.19921875,2848,0.34765625,7712,0.94140625,-192,108,-22,167,-3360,-4124,16480,59312,3500,15.25,0.032552083,20:12:20,"Straight swim",NA,0
"1523",20.20035,0.6759740356,-597,-72,97,1824,0.22265625,2400,0.29296875,7888,0.962890625,-192,-2042,190,-125,-3316,-6196,17252,59328,3500,15.25,0.205078125,20:12:21,"Straight swim",NA,0
"1524",20.20036667,0.7009826691,249,369,-1499,2032,0.248046875,2464,0.30078125,7392,0.90234375,-192,-466,167,-470,-3600,-5064,15884,59312,3500,15.25,0.106770833,20:12:22,"Straight swim",NA,0
"1525",20.20038333,0.6726089995,619,287,-733,1792,0.21875,2576,0.314453125,7136,0.87109375,-192,-586,-31,199,-3420,-3976,15396,59344,3500,15.25,-0.0078125,20:12:23,"Straight swim",NA,0
"1526",20.2004,0.7100499355,504,228,316,1488,0.181640625,2992,0.365234375,6992,0.853515625,-192,-1112,55,144,-2516,-6336,15340,59312,3500,15.25,0.047526042,20:12:24,"Straight swim",NA,0
"1527",20.20041667,0.6343497183,-520,-93,-100,1792,0.21875,2144,0.26171875,7360,0.8984375,-192,1210,-74,-250,-2928,-2360,15108,59312,3500,15.25,-0.103515625,20:12:25,"Straight swim",NA,0
"1528",20.20043333,0.6916862661,-603,-90,198,1808,0.220703125,2704,0.330078125,7232,0.8828125,-192,2008,-195,-122,-2860,-3864,14328,59280,3500,15.25,-0.1796875,20:12:26,"Straight swim",NA,0
"1529",20.20045,0.6623764094,513,156,459,1344,0.1640625,2528,0.30859375,8080,0.986328125,-192,12,82,88,-3064,-4688,17584,59312,3500,15.25,0.090494792,20:12:27,"Straight swim",NA,0
"1530",20.20046667,0.6138648977,553,317,-477,1792,0.21875,4976,0.607421875,8080,0.986328125,-192,431,21,-158,-3640,-10052,17420,59328,3500,15.25,0.109375,20:12:28,"Straight swim",NA,0
"1531",20.20048333,0.6266769124,-437,-100,-821,2080,0.25390625,2880,0.3515625,7520,0.91796875,-192,8,10,-95,-3772,-5216,16700,59328,3500,15.25,0.05078125,20:12:29,"Straight swim",NA,0
"1532",20.2005,0.6051249695,-182,198,-1591,1600,0.1953125,3280,0.400390625,7280,0.888671875,-192,860,-54,191,-2780,-5084,15528,59296,3500,15.25,-0.091796875,20:12:30,"Straight swim",NA,0
"1533",20.20051667,0.5832653288,-437,46,-1134,1760,0.21484375,4448,0.54296875,6672,0.814453125,-192,-223,189,-237,-3784,-9028,13676,59328,3500,15.25,-0.001302083,20:12:31,"Straight swim",NA,0
"1534",20.20053333,0.5464921627,612,389,-1032,1680,0.205078125,4608,0.5625,6480,0.791015625,-192,-305,62,-78,-3320,-8948,14068,59296,3500,15.25,0.001953125,20:12:32,"Straight swim",NA,0
"1535",20.20055,0.5665645372,-431,60,-1187,2064,0.251953125,2256,0.275390625,6480,0.791015625,-192,-2072,-67,201,-3296,-5696,15048,59296,3500,15.25,0.068359375,20:12:33,"Straight swim",NA,0
"1536",20.20056667,0.5549636737,-478,-17,-398,1792,0.21875,4576,0.55859375,7824,0.955078125,-192,423,23,-80,-3112,-7552,15044,59296,3500,15.25,0.0859375,20:12:34,"Straight swim",NA,0
"1537",20.20058333,0.5722471272,-473,-72,-731,2304,0.28125,1376,0.16796875,6288,0.767578125,-192,47,-79,491,-4548,-1452,13908,59328,3500,15.25,-0.242838542,20:12:35,"Straight swim",NA,0
"1538",20.2006,0.7292254034,396,114,674,2976,0.36328125,3216,0.392578125,7264,0.88671875,-192,268,-41,-48,-5440,-5748,15944,59296,3500,15.25,0.039713542,20:12:36,"Straight swim",NA,0
"1539",20.20061667,0.872730442,507,321,-508,2896,0.353515625,4208,0.513671875,6880,0.83984375,-192,194,57,-101,-5620,-8116,14884,59296,3500,15.25,0.015625,20:12:37,"Straight swim",NA,0
"1540",20.20063333,0.9383944719,452,163,480,2368,0.2890625,2160,0.263671875,7424,0.90625,-192,-73,51,-306,-4308,-4024,15656,59280,3500,15.1875,-0.014973958,20:12:38,"Straight swim",NA,0
"1541",20.20065,1.0015249047,578,301,-621,1920,0.234375,4016,0.490234375,7264,0.88671875,-192,-341,97,-238,-3884,-6980,15580,59312,3500,15.25,0.037760417,20:12:39,"Straight swim",NA,0
